campaign_id,ad_platform,ad_spend,ad_clicks,ad_impressions,ad_CTR,ad_conversion_rate,social_platform,social_engagements,social_reach,social_CTR,email_subject,email_recipients,email_opens,email_clicks,email_CTR,email_bounce_rate,email_unsub_rate,campaign_date,ad_CPC,email_open_rate,email_click_rate,year,month,quarter,year_month,total_engagements,ad_to_social_ratio,email_to_ad_ratio,campaign_effectiveness,month_year
CAMP-169,Facebook Ads,4896,74202,578880,3.3969509540938696,8.214737304582451,Facebook,82528,448875,2.3873522548834263,Promo Email 124,41473,15748,3548,14.042294409449417,5.4483033480314145,1.8462937447628385,2025-01-05 18:37:20.454370,0.0659820490013746,37.971692426397894,22.52984505969012,2025,1,1,2025-01,82528,0.8991130283055447,0.04781542276488504,10.747228986569237,2025-01
CAMP-12,Google Ads,9783,72862,139419,3.6488471847457538,8.339508026966495,Twitter,58131,87155,1.0330698178532196,Promo Email 125,14894,52220,1494,3.449488531875568,8.445650238496643,1.685090032051416,2024-10-24 18:37:20.454370,0.1342675194202739,350.61098428897543,2.8609728073535043,2024,10,4,2024-10,58131,1.253410400646815,0.020504515385248827,2.548964223721094,2024-10
CAMP-163,Twitter Ads,13818,86895,296920,2.5137351255868894,8.053051167258246,Instagram,75120,443908,2.4402051374872613,Promo Email 126,99918,15537,1395,2.629965376737525,8.386829349160926,0.2134191823835409,2024-09-10 18:37:20.454370,0.1590195063007077,15.549750795652434,8.978567290982815,2024,9,3,2024-09,75120,1.1567492012779552,0.01605385810460901,5.077608995315371,2024-09
CAMP-65,Facebook Ads,17700,34187,922287,3.203717527186423,3.5754428432990246,LinkedIn,5595,383342,4.870352076559263,Promo Email 127,70586,67921,1239,12.909432153296605,9.583262135252506,2.55163491281251,2024-06-25 18:37:20.454370,0.5177406616550151,96.2244637746862,1.824178089250747,2024,6,2,2024-06,5595,6.110277033065237,0.036241846315851055,3.151892116824005,2024-06
CAMP-55,LinkedIn Ads,582,66777,581086,4.047076976522679,7.7693414206667235,Facebook,28581,419061,2.6369408291039247,Promo Email 128,17709,41112,508,10.373299582950146,7.133589638540192,2.469684133083165,2024-06-02 18:37:20.454370,0.0087155757221797,232.15314246993051,1.2356489589414283,2024,6,2,2024-06,28581,2.3364123018788705,0.0076074097368854544,2.4994649252645527,2024-06
CAMP-45,Google Ads,2420,4727,136370,2.049632460229413,1.8600328992063333,LinkedIn,11367,90846,2.3077290890997224,Promo Email 129,82258,13950,1262,3.2053882391777995,2.473820979677419,0.8733705582875029,2025-02-11 18:37:20.454370,0.5119526126507299,16.958836830460257,9.046594982078853,2025,2,1,2025-02,11367,0.4158529075393683,0.2669769409773641,4.925846457630282,2025-02
CAMP-101,LinkedIn Ads,8317,56641,857636,4.04929661425116,6.748303399121558,LinkedIn,6843,235507,1.698828738797722,Promo Email 130,16210,9991,4609,4.405715659621297,0.6926629914985178,3.845187601012848,2024-11-15 18:37:20.454370,0.1468370968026694,61.63479333744603,46.131518366529875,2024,11,4,2024-11,6843,8.277217594622241,0.08137215091541462,20.177044952526618,2024-11
CAMP-62,Google Ads,12183,68326,873639,3.0008825296664083,6.594901383507446,Instagram,54900,293706,3.733856774683818,Promo Email 131,50510,7291,961,12.109627152117012,5.054450086957468,2.514104218523914,2025-03-08 18:37:20.454370,0.1783069402570032,14.434765392991483,13.18063365793444,2025,3,1,2025-03,54900,1.2445537340619308,0.01406492404062875,7.292675254478843,2025-03
CAMP-49,Twitter Ads,11836,3355,887788,0.9129150194168526,0.7429130913524793,Twitter,48873,291180,2.2936673830217194,Promo Email 132,39674,28814,1075,7.081094989941073,5.380186723414278,1.7610704537917092,2024-03-31 18:37:20.454370,3.5278688524590165,72.6269093108837,3.730825293260221,2024,3,1,2024-03,48873,0.06864731037587216,0.3204172876304024,2.45430483803566,2024-03
CAMP-127,Twitter Ads,16096,57533,449377,0.2209523704004646,7.98571626911385,Instagram,57142,192824,5.251567269406641,Promo Email 133,18733,52383,2461,10.222837344338318,2.782494552739849,0.8198536542123421,2024-09-22 18:37:20.454370,0.2797698712043522,279.62953077456893,4.698089074699807,2024,9,3,2024-09,57142,1.0068426026390396,0.04277545061095371,3.5209915218220544,2024-09
CAMP-153,TikTok Ads,2593,5313,848084,1.8774926419558453,9.08085699840374,Facebook,49576,337377,0.9980456129493176,Promo Email 134,21080,66129,121,5.116104320972158,1.6846257476742303,2.8055880521579613,2024-09-04 18:37:20.454370,0.4880481837003576,313.7049335863378,0.1829756990125361,2024,9,3,2024-09,49576,0.10716879135065355,0.022774327122153208,0.9358517560765633,2024-09
CAMP-23,LinkedIn Ads,13405,19504,952988,2.7788120086520656,3.0404451454850228,LinkedIn,92205,84049,4.816214715223564,Promo Email 135,54412,10467,2735,6.027834315235713,6.068977578809835,3.788803427835168,2024-03-17 18:37:20.454370,0.6872949138638228,19.2365654635007,26.129741091048057,2024,3,1,2024-03,92205,0.2115286589664335,0.1402276456111567,12.730404453581913,2024-03
CAMP-152,Google Ads,8867,25480,492830,4.215119725797093,8.217711879768434,Instagram,28652,240647,2.044140094690504,Promo Email 136,59971,43720,1243,14.865332100035022,7.760428903229342,1.4817968281563614,2024-05-19 18:37:20.454370,0.3479984301412873,72.90190258625002,2.843092406221409,2024,5,2,2024-05,28652,0.8892921960072595,0.048783359497645215,3.015014908634843,2024-05
CAMP-38,Twitter Ads,5785,91156,917004,0.7246798326872064,1.282856732688508,Instagram,65342,331825,3.68031519683542,Promo Email 137,40709,5447,1898,4.090447764033419,9.934963984106526,1.1720923227259408,2024-07-15 18:37:20.454370,0.0634626354820308,13.380333587167456,34.84486873508354,2024,7,3,2024-07,65342,1.3950598390009488,0.020821448944666286,15.259446002890204,2024-07
CAMP-28,Facebook Ads,11396,19273,244767,4.0210111036495375,6.199694653480127,Instagram,45872,290962,2.3595844932031937,Promo Email 138,60846,39919,2434,7.843617467029453,7.703874863499926,2.657481323916427,2024-08-17 18:37:20.454370,0.5912935194313288,65.60661341748019,6.097347127934066,2024,8,3,2024-08,45872,0.4201473665852808,0.1262906656981269,4.353117530229445,2024-08
CAMP-21,Twitter Ads,5437,53127,546210,4.328744325729412,5.113645220675632,Facebook,43830,424760,5.197996394070172,Promo Email 139,66480,56631,2072,12.743833976262716,8.03950793542802,0.861182182299083,2024-11-13 18:37:20.454370,0.1023396766239388,85.18501805054152,3.658773463297487,2024,11,4,2024-11,43830,1.2121149897330596,0.039000884672577035,4.32153160125887,2024-11
CAMP-182,Facebook Ads,17253,24089,428244,0.8383686863040856,5.6862735664355,Twitter,29048,325676,6.644495761635638,Promo Email 140,53960,29376,3791,3.968736598154941,6.356378343173576,3.3664055943119964,2024-09-29 18:37:20.454370,0.7162190211299764,54.4403261675315,12.905092592592592,2024,9,3,2024-09,29048,0.8292825667860093,0.15737473535638674,7.406896371418954,2024-09
CAMP-107,Google Ads,18702,24619,505677,4.272812164590674,9.298949417901278,Instagram,76411,472852,6.460999066553786,Promo Email 141,42152,20471,4798,6.520599471922795,9.866265260215169,3.0661837769267297,2024-08-05 18:37:20.454370,0.7596571753523701,48.56471816283925,23.438034292413658,2024,8,3,2024-08,76411,0.3221918310190941,0.19489012551281532,12.595357086308802,2024-08
CAMP-146,Twitter Ads,18985,22539,414532,4.958122482429681,8.777494848845109,Facebook,69193,320849,4.292270398436592,Promo Email 142,28250,63039,1348,9.41882366686483,6.579585658588419,0.5267020429980003,2024-07-31 18:37:20.454370,0.8423177603265452,223.1469026548673,2.1383587937625914,2024,7,3,2024-07,69193,0.3257410431691067,0.05980744487333067,3.6304613817649183,2024-07
CAMP-164,Twitter Ads,13477,77049,864428,3.661510272136365,7.958294743777692,LinkedIn,69223,21104,3.5069669711703595,Promo Email 143,86765,49728,4152,7.477228196388986,8.67240622079719,0.278949858968732,2024-09-25 18:37:20.454370,0.1749146646938961,57.3134328358209,8.349420849420849,2024,9,3,2024-09,69223,1.113054909495399,0.053887785694817586,5.490311512760357,2024-09
CAMP-99,Google Ads,18663,15095,411184,3.9453714409424414,3.100135347944524,TikTok,16635,387480,5.8189533113559815,Promo Email 144,49137,28761,954,7.1627828652696035,9.48495413928908,3.1394143976840665,2024-08-11 18:37:20.454370,1.2363696588274262,58.53226692716284,3.316991759674559,2024,8,3,2024-08,16635,0.907424105801022,0.06319973501159325,4.256094129559351,2024-08
CAMP-173,Twitter Ads,8174,23659,817698,4.97263481103848,9.162276972517873,Facebook,66590,128904,4.941621357080245,Promo Email 145,83011,61760,3076,5.756391104170793,9.333655754755329,1.54203949254483,2024-07-30 18:37:20.454370,0.3454922016991419,74.39977834262929,4.980569948186528,2024,7,3,2024-07,66590,0.3552935876257696,0.13001394818039647,4.966504829710229,2024-07
CAMP-119,Facebook Ads,18248,89149,519895,3.0668581275771327,1.4263230784068148,TikTok,46662,332747,1.6931667424100636,Promo Email 146,47412,3846,2078,9.006371752736413,4.123445765941887,0.5235841905496529,2025-01-17 18:37:20.454370,0.2046910228942557,8.111870412553785,54.030161206448255,2025,1,1,2025-01,46662,1.9105267669624104,0.023309291186665023,23.040071943575462,2025-01
CAMP-73,Twitter Ads,4176,5121,227817,1.6086432718796222,8.606627557308483,Instagram,89180,103499,5.835974888484501,Promo Email 147,44876,56676,4761,9.553404119892347,1.2472895539854572,3.821200654286785,2024-08-22 18:37:20.454370,0.8154657293497364,126.2946786701132,8.40038111369892,2024,8,3,2024-08,89180,0.057423189055842115,0.929701230228471,5.593537893588805,2024-08
CAMP-181,LinkedIn Ads,2926,98100,418216,4.203901086972673,3.617520687359274,Instagram,58635,322169,3.287748531065616,Promo Email 148,95547,52800,2670,9.972698343069757,2.1328001741228446,1.6388156147864563,2025-01-18 18:37:20.454370,0.0298267074413863,55.26076171936325,5.056818181818182,2025,1,1,2025-01,58635,1.6730621642363777,0.027217125382262997,4.270222158138759,2025-01
CAMP-122,TikTok Ads,3462,21219,932515,3.1109803098069935,1.010836960788842,Facebook,99091,228336,1.7284067898126385,Promo Email 149,74664,11840,2696,1.520337564637425,1.062621401267771,2.352037793227296,2024-03-31 18:37:20.454370,0.1631556623780574,15.85770920390014,22.77027027027027,2024,3,1,2024-03,99091,0.21413650079220112,0.12705594043074603,10.559924237993998,2024-03
CAMP-30,Facebook Ads,1359,51639,3866,2.9478575762326873,6.8588913502871085,TikTok,41369,295461,2.3316827775772007,Promo Email 150,51227,33512,4915,9.649995547824709,1.5012708808768302,1.2603833445234696,2024-05-31 18:37:20.454370,0.0263173183059315,65.41862689597284,14.666388159465264,2024,5,2,2024-05,41369,1.248253523169523,0.09517999961269583,7.450417369929072,2024-05
CAMP-188,LinkedIn Ads,12548,94935,113669,1.3428142220187878,2.697159319001577,Instagram,80774,425632,2.238925696614225,Promo Email 151,33450,35893,2339,14.321939092327876,2.2541868359901276,3.1738536839540266,2024-05-18 18:37:20.454370,0.1321746458102912,107.3034379671151,6.516590978742373,2024,5,2,2024-05,80774,1.175316314655706,0.024637910149049348,3.6811583670868533,2024-05
CAMP-108,Google Ads,4638,39450,793330,3.806037920956145,2.813925695714003,LinkedIn,42562,174084,3.8748453349224903,Promo Email 152,85433,26057,3922,8.344300415157214,3.740396007580317,1.5772932352363616,2024-07-19 18:37:20.454370,0.1175665399239543,30.49992391698758,15.051617607552672,2024,7,3,2024-07,42562,0.9268831351910155,0.0994169835234474,8.324912019784659,2024-07
CAMP-98,Facebook Ads,2924,46323,281539,0.5001696517144717,3.4074480791733293,Twitter,3227,368729,2.023405589406191,Promo Email 153,74704,64704,1535,10.871372696384045,5.66362664246322,4.843302710015379,2024-06-05 18:37:20.454370,0.0631219912354554,86.61383593917327,2.372341740850643,2024,6,2,2024-06,3227,14.354818717074682,0.033136886643783864,1.706009268676456,2024-06
CAMP-32,TikTok Ads,10909,25617,695379,4.62900664689384,1.1050052912739088,Twitter,23247,462261,1.3031821681102451,Promo Email 154,7861,17776,3201,8.572618462508657,7.260979563873317,3.5444429882228423,2024-10-14 18:37:20.454370,0.4258500214701175,226.1289912224908,18.007425742574256,2024,10,4,2024-10,23247,1.1019486385340045,0.12495608385056799,8.982626941530928,2024-10
CAMP-195,TikTok Ads,4517,78753,267150,1.6965349577753754,2.1827078698834135,Instagram,45628,153472,1.303990528989445,Promo Email 155,62914,55139,1490,12.89373896958369,2.5038096930118634,0.7699391542299824,2025-01-09 18:37:20.454370,0.0573565451474864,87.64186031725848,2.7022615571555524,2025,1,1,2025-01,45628,1.7259796616112912,0.018919914162000177,1.981062268891667,2025-01
CAMP-195,Google Ads,10951,22350,690753,0.7260957986709532,0.5488264620628229,TikTok,77195,311414,4.291295281404128,Promo Email 156,64888,7810,815,13.97895487166475,6.888962840262324,2.141804714399987,2025-02-18 18:37:20.454370,0.4899776286353468,12.036123782517569,10.435339308578746,2025,2,1,2025-02,77195,0.2895265237385841,0.03646532438478747,5.679353047454023,2025-02
CAMP-156,Google Ads,10778,84586,798388,2.2675960122018526,4.731390450504975,Instagram,69031,204141,5.275935377520961,Promo Email 157,80286,35667,4529,3.1711885397972095,7.190461207772986,1.9885633886764056,2025-02-14 18:37:20.454370,0.127420613340269,44.42493087213213,12.698012168110578,2025,2,1,2025-02,69031,1.2253335457982646,0.053543139526635614,7.342264284161075,2025-02
CAMP-172,Facebook Ads,11496,82995,444258,0.3081025553570125,1.3004260854707272,TikTok,91025,120415,2.589964557449215,Promo Email 158,62293,10891,2488,6.8344705300783355,5.806912200228799,2.7178108425298775,2024-08-18 18:37:20.454370,0.1385143683354419,17.483505369784726,22.84455054632265,2024,8,3,2024-08,91025,0.9117824773413897,0.029977709500572325,10.007240352370928,2024-08
CAMP-79,Twitter Ads,1634,89232,490415,3.454668351898335,6.98519974791989,LinkedIn,66481,444049,0.725229613791111,Promo Email 159,83524,51121,4142,6.189540463524459,9.08436976308775,4.225460304948341,2024-09-04 18:37:20.454370,0.0183118163887394,61.205162587998664,8.102345415778252,2024,9,3,2024-09,66481,1.3422180773454069,0.04641832526447911,4.494907556018135,2024-09
CAMP-41,Google Ads,5619,91166,924582,4.5232570011822455,2.7384170863206596,TikTok,99568,195716,1.3269617650905698,Promo Email 160,69515,11392,4833,6.375619287839541,1.5544507322572012,2.9587678743967087,2024-07-05 18:37:20.454370,0.0616348199986837,16.387829964755806,42.42450842696629,2024,7,3,2024-07,99568,0.915615458781938,0.05301318473992497,18.724869000668363,2024-07
CAMP-63,Twitter Ads,6194,66898,948135,4.202588734978693,9.463954368334182,Instagram,63849,81206,6.445514642190871,Promo Email 161,24524,36642,1199,2.3201006278042007,2.1826538472229853,0.4016277202399965,2024-09-22 18:37:20.454370,0.0925887171514843,149.41282009460122,3.2722012990557285,2024,9,3,2024-09,63849,1.047753292925496,0.01792280785673712,4.503311532773161,2024-09
CAMP-23,LinkedIn Ads,4664,54299,358820,0.7241104198946173,8.7768904602872,LinkedIn,38772,332612,3.708033787331445,Promo Email 162,8065,46179,3615,12.29742802672043,4.572315831700106,3.31153691433399,2025-01-31 18:37:20.454370,0.0858947678594449,572.5852448853069,7.828233612681089,2025,1,1,2025-01,38772,1.4004694109150935,0.06657581170923958,4.460936707240254,2025-01
CAMP-104,TikTok Ads,19230,59646,647012,0.7187285718278861,3.2496885021979782,Facebook,13831,191545,3.448223262498636,Promo Email 163,38684,42115,4192,1.018610523716561,1.703770984725269,0.1404999599347061,2024-06-04 18:37:20.454370,0.3224021728196358,108.86929996897943,9.953698207289564,2024,6,2,2024-06,13831,4.312486443496494,0.07028132649297522,5.231564833213783,2024-06
CAMP-75,Twitter Ads,5539,88251,588189,4.085828963388894,7.940546819238448,Twitter,54612,440025,0.7473196590155909,Promo Email 164,89720,48053,2022,8.159285812043775,5.879813365378831,3.921806256647926,2024-12-24 18:37:20.454370,0.0627641613126196,53.55884975479269,4.207853828064845,2024,12,4,2024-12,54612,1.6159635245001098,0.022911921677941326,3.1330861179472835,2024-12
CAMP-48,TikTok Ads,15131,3427,894659,4.628845945555268,8.13082659431566,Instagram,98758,432544,5.2361406450598444,Promo Email 165,34365,41502,2716,10.097236626648025,4.284804432789532,3.3665167548150863,2024-05-30 18:37:20.454370,4.415231981324774,120.76822348319511,6.544262927087852,2024,5,2,2024-05,98758,0.034700986249215256,0.7925299095418734,5.577201148019674,2024-05
CAMP-160,Twitter Ads,10942,29868,725857,2.3572821661840972,9.8723495840869,Instagram,51124,431000,3.9324425260585127,Promo Email 166,59876,10352,513,3.5083068518537193,3.203660048091225,1.6130497259276717,2024-08-09 18:37:20.454370,0.3663452524440873,17.289064065735854,4.955564142194745,2024,8,3,2024-08,51124,0.5842265863390971,0.01717557251908397,3.869143064550681,2024-08
CAMP-57,LinkedIn Ads,8752,64518,489029,2.5449584728774535,6.179479875034007,Instagram,3932,24723,1.813526084562385,Promo Email 167,24704,5887,4268,13.634827785432536,2.114903223667554,1.5329648424886273,2024-05-10 18:37:20.454370,0.1356520660900834,23.83014896373057,72.4987260064549,2024,5,2,2024-05,3932,16.408443540183114,0.0661520815896339,30.307035769813915,2024-05
CAMP-118,Google Ads,18221,94486,642480,1.659484002790057,1.2786744791147908,LinkedIn,32432,323790,1.2154794411768717,Promo Email 168,58857,40494,2231,12.6589635018595,3.685713264307998,4.011537683076898,2024-05-10 18:37:20.454370,0.1928433842050674,68.80065242876803,5.509458191336988,2024,5,2,2024-05,32432,2.913357178095708,0.02361196367715852,3.066272309724874,2024-05
CAMP-100,LinkedIn Ads,18068,42888,173646,4.481899079456428,6.644953674800619,Facebook,12567,198327,2.9920211136079904,Promo Email 169,6622,34225,1692,7.330714077516917,6.275613832907249,3.938349790430641,2025-02-27 18:37:20.454370,0.4212833426599515,516.8378133494413,4.943754565376187,2025,2,1,2025-02,12567,3.4127476724755312,0.039451594851706774,4.2196778840698,2025-02
CAMP-124,Google Ads,2051,82484,294561,3.2600242359325446,6.4373076095723345,TikTok,41125,1074,5.941552767267667,Promo Email 170,84797,1060,3938,6.461659518932011,5.96995950344941,1.826281536446124,2024-04-07 18:37:20.454370,0.024865428446729,1.2500442232626154,371.50943396226415,2024,4,2,2024-04,41125,2.0056899696048633,0.04774259250278842,151.36424668586574,2024-04
CAMP-161,Google Ads,13125,46930,351164,1.5124327281201058,6.564330485494102,Facebook,13207,256245,6.1244146348066595,Promo Email 171,94955,57065,890,3.9302349155609506,2.054428001997221,1.5648438675909238,2024-04-22 18:37:20.454370,0.2796718516940124,60.096887999578755,1.5596249890475773,2024,4,2,2024-04,13207,3.553418641629439,0.018964415086298744,2.9149042044970606,2024-04
CAMP-152,TikTok Ads,2129,52546,346783,1.5640360681658332,3.4178836569900093,LinkedIn,78094,289642,4.418501472571637,Promo Email 172,92141,1812,2704,11.084901757351972,1.686738202036017,2.843141465525671,2024-08-26 18:37:20.454370,0.0405168804476078,1.9665512638239224,149.22737306843268,2024,8,3,2024-08,78094,0.6728557891771455,0.051459673428995545,61.48571048959432,2024-08
CAMP-167,LinkedIn Ads,18410,15260,459222,4.466880358011652,8.666956058263162,Instagram,94302,197594,5.228986776995927,Promo Email 173,95707,18705,4168,2.41028509466348,0.753429244784289,0.1409917339223065,2024-06-04 18:37:20.454370,1.2064220183486238,19.54402499294722,22.282812082330928,2024,6,2,2024-06,94302,0.16182053402897076,0.273132372214941,11.821884973434646,2024-06
CAMP-34,Twitter Ads,1861,56683,95881,0.1668067171385252,9.614985738076411,Twitter,43581,97881,1.2485126181186574,Promo Email 174,88700,12095,615,10.363447430734857,0.6180431410423566,0.5050684861340573,2024-09-03 18:37:20.454370,0.0328317132120741,13.6358511837655,5.084745762711865,2024,9,3,2024-09,43581,1.3006355980817328,0.010849813877176578,2.458494105661901,2024-09
CAMP-184,LinkedIn Ads,4870,34098,243934,1.6813602063605284,2.5682688732924395,Instagram,2681,414757,4.322819425541057,Promo Email 175,80332,21829,1014,12.715626298716996,8.85819913933701,0.7182309917288101,2024-03-27 18:37:20.454370,0.1428236260191213,27.173480057760298,4.645196756608182,2024,3,1,2024-03,2681,12.718388660947408,0.029737814534576808,3.6593325922137483,2024-03
CAMP-156,TikTok Ads,5783,27330,957958,2.8163477379602084,1.3374455022981224,TikTok,75218,46929,4.835277072666681,Promo Email 176,97856,68687,2332,3.812837850796844,0.9283441320512044,1.0085179073531536,2024-06-16 18:37:20.454370,0.2115989754848152,70.19191465009811,3.395111156405142,2024,6,2,2024-06,75218,0.3633438804541466,0.08532747896084888,3.653531905750124,2024-06
CAMP-165,Google Ads,8110,9176,133659,0.8262655642866907,2.348082815100599,Twitter,51738,124199,1.8046334789396496,Promo Email 177,67201,36145,1045,13.063197342031964,7.44660054379584,2.6088888207097987,2024-09-24 18:37:20.454370,0.8838273757628596,53.786401988065656,2.8911329367824044,2024,9,3,2024-09,51738,0.17735513549035525,0.11388404533565824,1.9457228876808639,2024-09
CAMP-7,TikTok Ads,11058,69441,646976,0.5512838955779901,8.295245322929329,Instagram,8518,232525,6.221005763916683,Promo Email 178,33694,34013,1237,0.9831863918728726,8.783858414327092,4.961985382819498,2024-06-16 18:37:20.454370,0.1592430984576835,100.94675609900872,3.6368447358362976,2024,6,2,2024-06,8518,8.15226579009157,0.01781368355870451,3.486424792182921,2024-06
CAMP-196,Facebook Ads,15424,31185,502323,4.094854022343744,6.928124030788551,Twitter,93727,289172,1.7674787938866283,Promo Email 179,90766,9249,4971,13.73541708810462,1.431549561343347,3.2978056685620323,2024-05-14 18:37:20.454370,0.4945967612634279,10.189938963929226,53.7463509568602,2024,5,2,2024-05,93727,0.3327216277059972,0.1594035594035594,23.257240227613195,2024-05
CAMP-165,Facebook Ads,15339,55671,640872,4.482581504377685,6.542449752221703,Facebook,29213,30545,2.5376028390019276,Promo Email 180,23995,31283,4361,2.216252303843821,4.644863526413667,0.4003640928011956,2025-02-03 18:37:20.454370,0.2755294498033087,130.37299437382788,13.940478854329829,2025,2,1,2025-02,29213,1.9056926710710984,0.07833521941405759,7.682246844745816,2025-02
CAMP-56,Twitter Ads,12449,14815,711070,4.135671461911128,4.317034783539533,LinkedIn,84463,80569,4.533619505652481,Promo Email 181,93320,61145,3304,9.863508080101472,9.641878340155628,2.675338932904985,2025-02-14 18:37:20.454370,0.8402969962875464,65.52186026575225,5.403548941041786,2025,2,1,2025-02,84463,0.17540224713779998,0.22301721228484644,4.762206866685797,2025-02
CAMP-65,TikTok Ads,11126,5850,873999,4.504060659713003,5.9893657293586395,Instagram,63144,32673,4.64927542334975,Promo Email 182,81141,53675,706,4.126195799252156,8.424317274974058,2.533561540708572,2024-03-15 18:37:20.454370,1.9018803418803416,66.15028160855793,1.3153237074988355,2024,3,1,2024-03,63144,0.09264538198403649,0.12068376068376069,3.2721303079183603,2024-03
CAMP-193,Twitter Ads,2493,78868,748108,2.810248658186021,3.4248041901064905,TikTok,80055,425190,5.046000816417887,Promo Email 183,83999,63209,3032,12.6300096719594,5.152188302649623,0.8064222975084425,2024-03-12 18:37:20.454370,0.0316097783638484,75.24970535363516,4.796785267920708,2024,3,1,2024-03,80055,0.9851726937730311,0.038443982350256124,4.275588949549455,2024-03
CAMP-47,Twitter Ads,1369,36003,863318,4.080064792852675,5.033400754470632,Facebook,61130,453115,1.228076134943337,Promo Email 184,9419,17823,1163,7.928355233274264,7.744425571519752,4.609334607131798,2024-04-01 18:37:20.454370,0.038024609060356,189.22390911986412,6.525276328339785,2024,4,2,2024-04,61130,0.5889579584492066,0.03230286365025137,4.202552809674718,2024-04
CAMP-148,Facebook Ads,1514,72589,937320,1.981808928116392,8.034098769521231,Instagram,11914,417313,6.021518794535609,Promo Email 185,48952,51262,4456,2.4609972730742697,8.417087432100807,2.2597497136093083,2024-06-30 18:37:20.454370,0.0208571546653074,104.71890831835266,8.692598806133198,2024,6,2,2024-06,11914,6.092748027530636,0.06138671148521126,5.878037839248879,2024-06
CAMP-19,Twitter Ads,10603,32193,742184,3.364712521247289,9.82179517582689,Facebook,99440,365655,3.963506359841189,Promo Email 186,34837,64722,606,8.779377784226687,3.806256150292833,4.973339788987724,2024-05-06 18:37:20.454370,0.3293573137017364,185.785228349169,0.9363122276814684,2024,5,2,2024-05,99440,0.3237429605792438,0.01882396794334172,2.5729905553991306,2024-05
CAMP-157,Facebook Ads,17486,91136,816864,4.945294103806906,9.358644774103118,TikTok,10124,356288,3.563591661682944,Promo Email 187,71799,34993,3069,6.414297847856256,8.975452710264628,2.1583542467356054,2024-05-15 18:37:20.454370,0.1918670997191011,48.73744759676318,8.770325493670162,2024,5,2,2024-05,10124,9.001975503753457,0.033674947331460675,6.06079592711502,2024-05
CAMP-188,Google Ads,12513,88054,180689,1.2060658468117245,9.371726457039363,Instagram,63388,327968,6.877134559337812,Promo Email 188,49877,58828,2354,10.090993340889966,4.969496536932989,3.0789927431496857,2025-02-03 18:37:20.454370,0.1421059804211052,117.94614752290636,4.00149588631264,2025,2,1,2025-02,63388,1.3891272796112828,0.02673359529379699,4.025558476369918,2025-02
CAMP-146,TikTok Ads,1190,34414,335517,2.010508756826295,4.321125481047567,TikTok,57936,24525,5.3124589301166285,Promo Email 189,46687,12713,2630,13.287597629070165,5.514169953808884,0.6133364286120564,2024-06-16 18:37:20.454370,0.0345789504271517,27.2302782359115,20.68748525131755,2024,6,2,2024-06,57936,0.5940002761668047,0.07642238623815889,10.471884406609899,2024-06
CAMP-163,Twitter Ads,17373,48325,166289,2.45223214881942,4.953503864814514,Twitter,7535,58804,1.2670391730259367,Promo Email 190,38276,47430,101,6.436142402159568,9.997222559307394,2.3257163366536595,2024-08-01 18:37:20.454370,0.3595033626487325,123.91576967290209,0.2129453932110478,2024,8,3,2024-08,7535,6.413404114134041,0.002090015519917227,1.2009595538380262,2024-08
CAMP-171,Facebook Ads,11248,88085,284028,0.7762758863982535,7.203536265505325,TikTok,67184,147115,5.417504586970565,Promo Email 191,35523,28213,1411,4.703269853240965,8.511378178445533,1.269952880619469,2024-07-13 18:37:20.454370,0.1276948402111596,79.42178307012358,5.001240562861092,2024,7,3,2024-07,67184,1.3111008573469873,0.016018618379973888,3.858630367155082,2024-07
CAMP-126,LinkedIn Ads,8524,83114,268598,0.4970891912787782,9.2608233164872,Twitter,70701,42846,1.1191180708236517,Promo Email 192,67055,33083,1244,0.7104688706503275,3.93681505484331,4.194267512999051,2024-08-24 18:37:20.454370,0.1025579324782828,49.337111326523,3.7602393978780646,2024,8,3,2024-08,70701,1.1755703596837386,0.01496739418148567,1.9889579377819548,2024-08
CAMP-139,Twitter Ads,17178,35279,600248,4.16564204497596,1.848945463844804,Instagram,88516,78261,0.6785586563344015,Promo Email 193,55615,22869,4069,8.835166048968185,0.5982831664906495,3.941205965850946,2024-06-04 18:37:20.454370,0.486918563451345,41.120201384518566,17.79264506537234,2024,6,2,2024-06,88516,0.3985607121876271,0.11533773633039485,8.570318236542045,2024-06
CAMP-49,Google Ads,5988,25438,103421,4.886292426855173,3.3902977063583597,Twitter,3507,234312,3.123568319254331,Promo Email 194,97642,48428,3188,6.332984127755786,6.448653701042,4.138481998164257,2024-05-25 18:37:20.454370,0.2353958644547527,49.59750926855247,6.58296853060213,2024,5,2,2024-05,3507,7.253493013972056,0.12532431794952434,5.036145636073703,2024-05
CAMP-113,Google Ads,11535,92535,239245,2.0831528127653276,1.8228450236440408,Instagram,99043,444443,6.958258123324922,Promo Email 195,11514,69450,1698,5.932413675715017,7.187177548217024,3.645686245013962,2025-02-17 18:37:20.454370,0.1246555357432322,603.1787389265243,2.444924406047516,2025,2,1,2025-02,99043,0.9342911664630514,0.018349813584049277,3.690393043246081,2025-02
